COMBUSTIBLE,ESTADO,MODELO,FECHA_DE_REGISTRO,CLASIFICACION,CLASE,SERVICIO,MARCA,LINEA,CARROCERIA,CILINDRAJE,MODALIDAD,ORGANISMO_TRANSITO,MUNICIPIO,DEPARTAMENTO,CAPACIDAD_CARGA,CAPACIDAD_PASAJEROS,PESO,POTENCIA,EJES,CANTIDAD
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1720,176,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1720,176,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1680,176,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1700,176,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1720,176,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,PASAJEROS,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,PASAJEROS,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,PASAJEROS,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,HYUNDAI,KONA HIBRIDA,WAGON,1580,PASAJEROS,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1880,103,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,HYUNDAI,KONA HIBRIDA,WAGON,1580,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1880,103,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,SUBARU,FORESTER 2.0I-S ES CVT,WAGON,1995,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,2223,164,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,AUTOMOVIL,Particular,MERCEDES BENZ,E 350,SEDAN,1991,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2450,299,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,0,,2075,200,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,0,,2075,200,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SE HEV,WAGON,2488,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,0,,2075,200,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,0,,2146,200,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,0,,2146,200,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,0,,2146,200,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLS 450 4MATIC,WAGON,2999,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,3230,362,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLS 450 4MATIC,WAGON,2999,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,3230,362,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,AMG GLE 53 4MATIC COUPE,WAGON,2999,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,3050,429,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,SUBARU,XV 2.0I-S ES CVT,WAGON,1995,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,2070,164,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,SUBARU,FORESTER 2.0I-S ES CVT,WAGON,1995,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2223,164,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC,WAGON,2999,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,3000,362,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC,WAGON,2999,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,3000,362,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,SUBARU,XV 2.0I-S ES CVT,WAGON,1995,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,2070,164,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,SUBARU,XV 2.0I-S ES CVT,WAGON,1995,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,2070,164,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE TITANIUM HEV,WAGON,2488,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,0,,2146,200,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1795,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SEL,WAGON,2488,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,0,,2075,200,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,FORD,ESCAPE SEL,WAGON,2488,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,0,2075,200,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1790,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1720,176,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1795,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,BMW,X3 XDRIVE30E,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1735,292,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1790,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1790,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,SUBARU,XV 2.0I-S ES CVT,WAGON,1995,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,2070,164,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1680,176,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1680,176,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,YARIS CROSS,WAGON,1490,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1690,114,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,VOLVO,XC60,WAGON,1969,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2500,314,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,HYUNDAI,KONA HIBRIDA,WAGON,1580,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1880,103,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER S E ALL4 COUNTRYMAN,HATCH BACK,1499,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2075,220,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLC 300 E 4MATIC,WAGON,1991,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2615,208,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1700,176,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,AUTOMOVIL,Particular,MAZDA,3,SEDAN,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1909,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1931,153,2,1
GASO ELEC,ACTIVO,2023,2022,AUTOMOVIL,CAMIONETA,Particular,MAZDA,CX-30,WAGON,1998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1931,153,2,1
