COMBUSTIBLE,ESTADO,FECHA_DE_REGISTRO,CLASE,SERVICIO,MUNICIPIO,DEPARTAMENTO,CANTIDAD
GASOLINA,ACTIVO,1980,MAQ. INDUSTRIAL,PARTICULAR,ENVIGADO,ANTIOQUIA,6
GASOLINA,ACTIVO,1980,MICROBUS,PARTICULAR,ENVIGADO,ANTIOQUIA,3
GASOLINA,ACTIVO,1980,MOTOCARRO,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1980,MOTOCICLETA,PARTICULAR,ENVIGADO,ANTIOQUIA,2
GASOLINA,ACTIVO,1980,MOTOCICLETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1492
GASOLINA,ACTIVO,1980,TRACTOCAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,5
DIESEL,ACTIVO,1980,VOLQUETA,PARTICULAR,ENVIGADO,ANTIOQUIA,13
GASOLINA,ACTIVO,1980,AUTOMOVIL,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,INCONSISTENTE,1980,BUS,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1980,BUS,PÚBLICO,ENVIGADO,ANTIOQUIA,18
GASOLINA,ACTIVO,1980,BUSETA,PÚBLICO,ENVIGADO,ANTIOQUIA,6
GASOLINA,INCONSISTENTE,1980,BUSETA,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1980,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,18
GASOLINA,ACTIVO,1980,CAMIONETA,PÚBLICO,ENVIGADO,ANTIOQUIA,16
GASOLINA,INCONSISTENTE,1980,CAMIONETA,PÚBLICO,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,CAMPERO,PÚBLICO,ENVIGADO,ANTIOQUIA,9
GASOLINA,INCONSISTENTE,1980,CAMPERO,PÚBLICO,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,TRACTOCAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,4
DIESEL,ACTIVO,1980,VOLQUETA,PÚBLICO,ENVIGADO,ANTIOQUIA,17
DIESEL,ACTIVO,1980,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,CAMIONETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,CAMPERO,PARTICULAR,GIRARDOTA,ANTIOQUIA,4
DIESEL,ACTIVO,1980,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,3
DIESEL,ACTIVO,1980,VOLQUETA,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1980,BUS,OFICIAL,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,CAMIONETA,OFICIAL,ITAGUI,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1980,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,5
GASOLINA,ACTIVO,1980,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,246
DIESEL,ACTIVO,1980,BUS,PARTICULAR,ITAGUI,ANTIOQUIA,4
DIESEL,INCONSISTENTE,1980,BUS,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,BUSETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1980,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,56
DIESEL,INCONSISTENTE,1980,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,4
GASOLINA,INCONSISTENTE,1980,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,15
GASOLINA,ACTIVO,1980,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,98
GASOLINA,INCONSISTENTE,1980,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,11
GASOLINA,ACTIVO,1980,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,190
GASOLINA,ACTIVO,1980,CICLOMOTOR,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,MAQ. AGRICOLA,PARTICULAR,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1980,MOTOCICLETA,PARTICULAR,ITAGUI,ANTIOQUIA,34
DIESEL,ACTIVO,1980,VOLQUETA,PARTICULAR,ITAGUI,ANTIOQUIA,8
DIESEL,INCONSISTENTE,1980,BUS,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1980,BUS,PÚBLICO,ITAGUI,ANTIOQUIA,9
GASOLINA,ACTIVO,1980,BUSETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1980,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,37
GASOLINA,ACTIVO,1980,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,8
GASOLINA,ACTIVO,1980,CAMPERO,PÚBLICO,ITAGUI,ANTIOQUIA,13
GASOLINA,ACTIVO,1980,TRACTOCAMION,PÚBLICO,ITAGUI,ANTIOQUIA,7
DIESEL,ACTIVO,1980,VOLQUETA,PÚBLICO,ITAGUI,ANTIOQUIA,8
DIESEL,ACTIVO,1980,CAMION,PARTICULAR,LA ESTRELLA,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,CAMPERO,PARTICULAR,LA ESTRELLA,ANTIOQUIA,3
DIESEL,ACTIVO,1980,VOLQUETA,PARTICULAR,LA ESTRELLA,ANTIOQUIA,1
DIESEL,ACTIVO,1980,CAMION,OFICIAL,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1980,CAMPERO,OFICIAL,MEDELLIN,ANTIOQUIA,10
GASOLINA,INCONSISTENTE,1980,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,22
GASOLINA,ACTIVO,1980,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,615
DIESEL,ACTIVO,1980,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1980,BUSETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1980,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,87
DIESEL,INCONSISTENTE,1980,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,INCONSISTENTE,1980,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,6
GASOLINA,ACTIVO,1980,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,141
GASOLINA,ACTIVO,1980,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,307
GASOLINA,INCONSISTENTE,1980,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,11
GASOLINA,ACTIVO,1980,MAQ. INDUSTRIAL,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1980,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,49
GASOLINA,INCONSISTENTE,1980,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1980,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1980,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,38
GASOLINA,INCONSISTENTE,1980,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,32
DIESEL,ACTIVO,1980,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,10
GASOLINA,INCONSISTENTE,1980,BUSETA,PÚBLICO,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1980,BUSETA,PÚBLICO,MEDELLIN,ANTIOQUIA,15
DIESEL,INCONSISTENTE,1980,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,2
DIESEL,ACTIVO,1980,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,47
GASOLINA,ACTIVO,1980,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,9
GASOLINA,ACTIVO,1980,CAMPERO,PÚBLICO,MEDELLIN,ANTIOQUIA,21
GASOLINA,ACTIVO,1980,TRACTOCAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1980,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,5
GASOLINA,ACTIVO,1980,AUTOMOVIL,PARTICULAR,SABANETA,ANTIOQUIA,5
DIESEL,ACTIVO,1980,CAMION,PARTICULAR,SABANETA,ANTIOQUIA,2
GASOLINA,ACTIVO,1980,CAMIONETA,PARTICULAR,SABANETA,ANTIOQUIA,2
GASOLINA,ACTIVO,1980,CAMPERO,PARTICULAR,SABANETA,ANTIOQUIA,5
GASOLINA,ACTIVO,1980,MICROBUS,PARTICULAR,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1980,MOTOCICLETA,PARTICULAR,SABANETA,ANTIOQUIA,2
GASOLINA,ACTIVO,1980,AUTOMOVIL,PÚBLICO,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1980,BUS,PÚBLICO,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1980,CAMION,PÚBLICO,SABANETA,ANTIOQUIA,6
DIESEL,ACTIVO,1980,VOLQUETA,PÚBLICO,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,PARTICULAR,BARBOSA,ANTIOQUIA,2
GASOLINA,ACTIVO,1981,CAMIONETA,PARTICULAR,BARBOSA,ANTIOQUIA,4
GASOLINA,ACTIVO,1981,CAMPERO,PARTICULAR,BARBOSA,ANTIOQUIA,11
GASOLINA,ACTIVO,1981,MOTOCICLETA,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1981,VOLQUETA,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,8
DIESEL,ACTIVO,1981,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMPERO,OFICIAL,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,MOTOCICLETA,OFICIAL,BELLO,ANTIOQUIA,3
GASOLINA,ACTIVO,1981,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,70
GASOLINA,INCONSISTENTE,1981,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,4
DIESEL,ACTIVO,1981,CAMION,PARTICULAR,BELLO,ANTIOQUIA,12
GASOLINA,INCONSISTENTE,1981,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,1981,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,27
GASOLINA,ACTIVO,1981,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,80
GASOLINA,INCONSISTENTE,1981,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,1981,MOTOCICLETA,PARTICULAR,BELLO,ANTIOQUIA,169
GASOLINA,INCONSISTENTE,1981,MOTOCICLETA,PARTICULAR,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,1981,TRACTOCAMION,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1981,VOLQUETA,PARTICULAR,BELLO,ANTIOQUIA,2
DIESEL,ACTIVO,1981,BUS,PÚBLICO,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,BUSETA,PÚBLICO,BELLO,ANTIOQUIA,3
DIESEL,ACTIVO,1981,CAMION,PÚBLICO,BELLO,ANTIOQUIA,10
GASOLINA,INCONSISTENTE,1981,CAMPERO,PÚBLICO,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMPERO,PÚBLICO,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,1981,TRACTOCAMION,PÚBLICO,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1981,VOLQUETA,PÚBLICO,BELLO,ANTIOQUIA,9
DIESEL,ACTIVO,1981,CAMION,PARTICULAR,CALDAS,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMIONETA,PARTICULAR,CALDAS,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMPERO,PARTICULAR,CALDAS,ANTIOQUIA,5
GASOLINA,ACTIVO,1981,MOTOCICLETA,PARTICULAR,CALDAS,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,PÚBLICO,CALDAS,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMPERO,PÚBLICO,CALDAS,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,PARTICULAR,COPACABANA,ANTIOQUIA,2
GASOLINA,ACTIVO,1981,CAMIONETA,PARTICULAR,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMPERO,PARTICULAR,COPACABANA,ANTIOQUIA,3
GASOLINA,ACTIVO,1981,MOTOCICLETA,PARTICULAR,COPACABANA,ANTIOQUIA,3
DIESEL,ACTIVO,1981,VOLQUETA,PARTICULAR,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,2
DIESEL,ACTIVO,1981,VOLQUETA,PÚBLICO,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,AUTOMOVIL,OFICIAL,ENVIGADO,ANTIOQUIA,10
DIESEL,ACTIVO,1981,CAMION,OFICIAL,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMIONETA,OFICIAL,ENVIGADO,ANTIOQUIA,4
GASOLINA,INCONSISTENTE,1981,CAMPERO,OFICIAL,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMPERO,OFICIAL,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,MOTOCICLETA,OFICIAL,ENVIGADO,ANTIOQUIA,2
GASOLINA,INCONSISTENTE,1981,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,31
GASOLINA,ACTIVO,1981,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,1044
DIESEL,INCONSISTENTE,1981,BUS,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,INCONSISTENTE,1981,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,2
DIESEL,ACTIVO,1981,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,28
GASOLINA,ACTIVO,1981,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,260
GASOLINA,INCONSISTENTE,1981,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,13
GASOLINA,INCONSISTENTE,1981,CAMPERO,PARTICULAR,ENVIGADO,ANTIOQUIA,13
GASOLINA,ACTIVO,1981,CAMPERO,PARTICULAR,ENVIGADO,ANTIOQUIA,320
GASOLINA,ACTIVO,1981,MAQ. AGRICOLA,PARTICULAR,ENVIGADO,ANTIOQUIA,4
GASOLINA,ACTIVO,1981,MAQ. INDUSTRIAL,PARTICULAR,ENVIGADO,ANTIOQUIA,3
GASOLINA,ACTIVO,1981,MICROBUS,PARTICULAR,ENVIGADO,ANTIOQUIA,2
GASOLINA,INCONSISTENTE,1981,MOTOCICLETA,PARTICULAR,ENVIGADO,ANTIOQUIA,4
GASOLINA,ACTIVO,1981,MOTOCICLETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1542
GASOLINA,ACTIVO,1981,TRACTOCAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,12
DIESEL,ACTIVO,1981,VOLQUETA,PARTICULAR,ENVIGADO,ANTIOQUIA,15
GASOLINA,ACTIVO,1981,AUTOMOVIL,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1981,BUS,PÚBLICO,ENVIGADO,ANTIOQUIA,5
GASOLINA,ACTIVO,1981,BUSETA,PÚBLICO,ENVIGADO,ANTIOQUIA,2
DIESEL,INCONSISTENTE,1981,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,14
GASOLINA,ACTIVO,1981,CAMIONETA,PÚBLICO,ENVIGADO,ANTIOQUIA,30
GASOLINA,ACTIVO,1981,CAMPERO,PÚBLICO,ENVIGADO,ANTIOQUIA,42
GASOLINA,ACTIVO,1981,TRACTOCAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1981,VOLQUETA,PÚBLICO,ENVIGADO,ANTIOQUIA,12
DIESEL,ACTIVO,1981,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,4
GASOLINA,ACTIVO,1981,CAMPERO,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1981,VOLQUETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,2
DIESEL,ACTIVO,1981,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,2
DIESEL,ACTIVO,1981,VOLQUETA,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
DIESEL,INCONSISTENTE,1981,CAMION,OFICIAL,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,OFICIAL,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1981,CAMPERO,OFICIAL,ITAGUI,ANTIOQUIA,2
GASOLINA,INCONSISTENTE,1981,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,10
GASOLINA,ACTIVO,1981,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,358
DIESEL,ACTIVO,1981,BUS,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,BUSETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,58
DIESEL,INCONSISTENTE,1981,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,8
GASOLINA,ACTIVO,1981,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,154
GASOLINA,INCONSISTENTE,1981,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,6
GASOLINA,ACTIVO,1981,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,254
GASOLINA,INCONSISTENTE,1981,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,15
GASOLINA,ACTIVO,1981,MAQ. AGRICOLA,PARTICULAR,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1981,MAQ. INDUSTRIAL,PARTICULAR,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1981,MICROBUS,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,MOTOCICLETA,PARTICULAR,ITAGUI,ANTIOQUIA,22
GASOLINA,ACTIVO,1981,MOTOTRICICLO,PARTICULAR,ITAGUI,ANTIOQUIA,3
DIESEL,ACTIVO,1981,VOLQUETA,PARTICULAR,ITAGUI,ANTIOQUIA,11
GASOLINA,ACTIVO,1981,AUTOMOVIL,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1981,BUS,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1981,BUSETA,PÚBLICO,ITAGUI,ANTIOQUIA,2
DIESEL,ACTIVO,1981,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,26
GASOLINA,ACTIVO,1981,CAMPERO,PÚBLICO,ITAGUI,ANTIOQUIA,11
GASOLINA,INCONSISTENTE,1981,CAMPERO,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,TRACTOCAMION,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1981,VOLQUETA,PÚBLICO,ITAGUI,ANTIOQUIA,16
DIESEL,ACTIVO,1981,CAMION,PARTICULAR,LA ESTRELLA,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,MOTOCICLETA,PARTICULAR,LA ESTRELLA,ANTIOQUIA,2
GASOLINA,ACTIVO,1981,REMOLQUE,NO REGISTRA,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,SEMIREMOLQUE,NO REGISTRA,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1981,AUTOMOVIL,OFICIAL,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,OFICIAL,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1981,CAMIONETA,OFICIAL,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMPERO,OFICIAL,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,700
GASOLINA,INCONSISTENTE,1981,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,15
DIESEL,ACTIVO,1981,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,INCONSISTENTE,1981,BUSETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,INCONSISTENTE,1981,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1981,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,69
GASOLINA,INCONSISTENTE,1981,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,8
GASOLINA,ACTIVO,1981,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,150
GASOLINA,ACTIVO,1981,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,371
GASOLINA,INCONSISTENTE,1981,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,11
GASOLINA,ACTIVO,1981,MAQ. AGRICOLA,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1981,MAQ. INDUSTRIAL,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1981,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,INCONSISTENTE,1981,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,66
DIESEL,ACTIVO,1981,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1981,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,18
GASOLINA,INCONSISTENTE,1981,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,19
DIESEL,ACTIVO,1981,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,5
GASOLINA,ACTIVO,1981,BUSETA,PÚBLICO,MEDELLIN,ANTIOQUIA,9
GASOLINA,INCONSISTENTE,1981,BUSETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,INCONSISTENTE,1981,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,36
GASOLINA,ACTIVO,1981,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,5
GASOLINA,ACTIVO,1981,CAMPERO,PÚBLICO,MEDELLIN,ANTIOQUIA,9
GASOLINA,ACTIVO,1981,TRACTOCAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1981,TRACTOCAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1981,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,5
DIESEL,ACTIVO,1981,CAMION,OTROS,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,AUTOMOVIL,PARTICULAR,SABANETA,ANTIOQUIA,7
GASOLINA,ACTIVO,1981,CAMIONETA,PARTICULAR,SABANETA,ANTIOQUIA,3
GASOLINA,ACTIVO,1981,CAMPERO,PARTICULAR,SABANETA,ANTIOQUIA,11
GASOLINA,ACTIVO,1981,MOTOCICLETA,PARTICULAR,SABANETA,ANTIOQUIA,7
DIESEL,ACTIVO,1981,BUS,PÚBLICO,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1981,CAMION,PÚBLICO,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1981,CAMIONETA,PÚBLICO,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1982,AUTOMOVIL,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1982,CAMION,PARTICULAR,BARBOSA,ANTIOQUIA,2
GASOLINA,ACTIVO,1982,CAMIONETA,PARTICULAR,BARBOSA,ANTIOQUIA,3
GASOLINA,ACTIVO,1982,CAMPERO,PARTICULAR,BARBOSA,ANTIOQUIA,11
GASOLINA,ACTIVO,1982,MOTOCICLETA,PARTICULAR,BARBOSA,ANTIOQUIA,2
DIESEL,ACTIVO,1982,VOLQUETA,PARTICULAR,BARBOSA,ANTIOQUIA,2
DIESEL,ACTIVO,1982,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,5
DIESEL,ACTIVO,1982,CAMION,OFICIAL,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1982,MOTOCICLETA,OFICIAL,BELLO,ANTIOQUIA,6
DIESEL,ACTIVO,1982,VOLQUETA,OFICIAL,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1982,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,59
GASOLINA,INCONSISTENTE,1982,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,4
DIESEL,ACTIVO,1982,CAMION,PARTICULAR,BELLO,ANTIOQUIA,15
GASOLINA,INCONSISTENTE,1982,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,1982,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,23
GASOLINA,INCONSISTENTE,1982,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,3
GASOLINA,ACTIVO,1982,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,120
GASOLINA,ACTIVO,1982,MAQ. INDUSTRIAL,PARTICULAR,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,1982,MOTOCICLETA,PARTICULAR,BELLO,ANTIOQUIA,47
GASOLINA,INCONSISTENTE,1982,MOTOCICLETA,PARTICULAR,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,1982,TRACTOCAMION,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1982,VOLQUETA,PARTICULAR,BELLO,ANTIOQUIA,6
GASOLINA,ACTIVO,1982,AUTOMOVIL,PÚBLICO,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1982,BUS,PÚBLICO,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,1982,BUSETA,PÚBLICO,BELLO,ANTIOQUIA,5
DIESEL,ACTIVO,1982,CAMION,PÚBLICO,BELLO,ANTIOQUIA,12
GASOLINA,ACTIVO,1982,CAMPERO,PÚBLICO,BELLO,ANTIOQUIA,5
DIESEL,ACTIVO,1982,VOLQUETA,PÚBLICO,BELLO,ANTIOQUIA,9
GASOLINA,ACTIVO,1982,AUTOMOVIL,PARTICULAR,CALDAS,ANTIOQUIA,1
DIESEL,ACTIVO,1982,CAMION,PARTICULAR,CALDAS,ANTIOQUIA,2
GASOLINA,ACTIVO,1982,CAMPERO,PARTICULAR,CALDAS,ANTIOQUIA,3
