date, pm25
2021/11/19, 58
2021/11/20, 52
2021/11/21, 54
2021/11/22, 53
2021/11/23, 65
2021/11/24, 73
2021/11/25, 68
2021/11/26, 57
2021/11/27, 54
2021/11/28, 61
2021/11/29, 54
2021/11/30, 55
2021/12/1, 62
2021/12/2, 53
2021/12/3, 53
2021/12/4, 60
2021/12/5, 63
2021/12/6, 58
2021/12/7, 54
2021/12/8, 63
2021/12/9, 64
2021/12/10, 65
2021/12/11, 70
2021/12/12, 61
2021/12/13, 56
2021/12/14, 58
2021/12/15, 55
2021/12/16, 66
2021/12/17, 71
2021/12/18, 64
2021/12/19, 72
2021/12/20, 74
2021/12/21, 58
2021/12/22, 57
2021/12/23, 61
2021/12/24, 53
2021/12/25, 57
2021/12/26, 66
2021/12/27, 58
2021/12/28, 49
2021/12/29, 62
2021/12/30, 66
2021/12/31, 69
2022/1/1, 61
2022/1/2, 71
2021/7/2, 54
2021/7/3, 55
2021/7/4, 54
2021/7/5, 43
2021/7/6, 42
2021/7/7, 50
2021/7/8, 54
2021/7/9, 53
2021/7/10, 56
2021/7/11, 56
2021/7/12, 46
2021/7/13, 44
2021/7/14, 51
2021/7/15, 51
2021/7/16, 58
2021/7/17, 55
2021/7/18, 43
2021/7/19, 32
2021/7/20, 32
2021/7/21, 32
2021/7/22, 40
2021/7/23, 51
2021/7/24, 52
2021/7/25, 64
2021/7/26, 50
2021/7/27, 39
2021/7/28, 47
2021/7/29, 63
2021/7/30, 54
2021/7/31, 58
2021/8/1, 43
2021/8/2, 39
2021/8/3, 38
2021/8/4, 54
2021/8/5, 74
2021/8/6, 63
2021/8/7, 62
2021/8/8, 67
2021/8/9, 60
2021/8/10, 45
2021/8/11, 53
2021/8/12, 56
2021/8/13, 54
2021/8/14, 38
2021/8/15, 41
2021/8/16, 38
2021/8/17, 37
2021/8/18, 44
2021/8/19, 45
2021/8/20, 53
2021/8/21, 51
2021/8/22, 63
2021/8/23, 59
2021/8/24, 49
2021/8/25, 54
2021/8/26, 60
2021/8/27, 57
2021/8/28, 61
2021/8/29, 51
2021/8/30, 54
2021/8/31, 37
2021/9/1, 36
2021/9/2, 49
2021/9/3, 56
2021/9/4, 44
2021/9/5, 48
2021/9/6, 45
2021/9/7, 51
2021/9/8, 58
2021/9/9, 61
2021/9/10, 56
2021/9/11, 55
2021/9/12, 50
2021/9/13, 48
2021/9/14, 43
2021/9/15, 49
2021/9/16, 44
2021/9/17, 45
2021/9/18, 50
2021/9/19, 53
2021/9/20, 50
2021/9/21, 48
2021/9/22, 56
