date, pm25
2021/3/8, 101
2021/3/9, 68
2021/3/10, 49
2021/3/11, 58
2021/3/12, 59
2021/3/13, 53
2021/3/14, 54
2021/3/15, 56
2021/3/16, 58
2021/3/17, 66
2021/3/18, 56
2021/3/19, 48
2021/3/20, 55
2021/3/21, 46
2021/3/22, 60
2021/3/23, 50
2021/3/24, 53
2021/3/25, 52
2021/3/26, 53
2021/3/27, 57
2021/3/28, 57
2021/3/29, 39
2021/3/30, 41
2021/3/31, 40
2021/4/1, 56
2020/10/2, 28
2020/10/3, 32
2020/10/4, 53
2020/10/5, 49
2020/10/6, 37
2020/10/7, 38
2020/10/8, 40
2020/10/9, 40
2020/10/10, 45
2020/10/11, 41
2020/10/12, 40
2020/10/13, 36
2020/10/14, 29
2020/10/15, 55
2020/10/16, 39
2020/10/17, 40
2020/10/18, 46
2020/10/19, 52
2020/10/20, 60
2020/10/21, 62
2020/10/22, 51
2020/10/24, 42
2020/10/25, 51
2020/10/26, 64
2020/10/27, 46
2020/10/28, 39
2020/10/29, 52
2020/10/30, 49
2020/10/31, 54
2020/11/1, 41
2020/11/2, 31
2020/11/3, 32
2020/11/4, 24
